CustomerID,Region,TransactionsCount,LastVisit,StoreCleanliness,StaffHelpfulness,CheckoutEfficiency
9778,West,7,2023-01-07 18:57:00,Good,Average,Good
8408,Northeast,9,2023-01-06 20:07:00,Poor,Average,Average
4362,South,2,2023-01-04 00:41:00,Good,Good,Good
1711,Northeast,7,2023-01-02 04:30:00,Good,Good,Average
4466,Midwest,1,2023-01-04 02:25:00,Average,Average,Good
2040,Midwest,8,2023-01-02 09:59:00,Good,Good,Good
4356,South,3,2023-01-04 00:35:00,Good,Good,Poor
319,Northeast,4,2023-01-01 05:18:00,Good,Poor,Poor
1376,West,4,2023-01-01 22:55:00,Average,Good,Good
7823,Midwest,9,2023-01-06 10:22:00,Poor,Average,Average
3782,Midwest,7,2023-01-03 15:01:00,Good,Average,Average
8525,South,5,2023-01-06 22:04:00,Good,Average,Average
118,Northeast,5,2023-01-01 01:57:00,Good,Good,Average
8461,West,5,2023-01-06 21:00:00,Average,Average,Average
4252,Northeast,1,2023-01-03 22:51:00,Good,Average,Poor
3844,Midwest,5,2023-01-03 16:03:00,Good,Average,Average
2183,Northeast,7,2023-01-02 12:22:00,Good,Average,Good
3628,West,5,2023-01-03 12:27:00,Average,Good,Good
6188,Midwest,5,2023-01-05 07:07:00,Good,Average,Average
4796,Midwest,9,2023-01-04 07:55:00,Good,Good,Good
2045,West,7,2023-01-02 10:04:00,Good,Average,Average
9075,Midwest,7,2023-01-07 07:14:00,Good,Good,Average
9302,Midwest,5,2023-01-07 11:01:00,Average,Average,Good
5897,West,3,2023-01-05 02:16:00,Poor,Poor,Good
3522,Midwest,2,2023-01-03 10:41:00,Good,Good,Average
8226,South,8,2023-01-06 17:05:00,Average,Good,Good
3149,West,6,2023-01-03 04:28:00,Good,Average,Average
3976,West,6,2023-01-03 18:15:00,Good,Good,Good
7954,Northeast,5,2023-01-06 12:33:00,Good,Good,Average
9111,West,3,2023-01-07 07:50:00,Average,Average,Good
4386,South,5,2023-01-04 01:05:00,Poor,Average,Good
9126,West,3,2023-01-07 08:05:00,Average,Good,Average
1622,Northeast,7,2023-01-02 03:01:00,Good,Good,Average
8482,Northeast,5,2023-01-06 21:21:00,Average,Average,Good
609,South,4,2023-01-01 10:08:00,Good,Good,Good
8846,South,5,2023-01-07 03:25:00,Poor,Good,Average
7111,South,6,2023-01-05 22:30:00,Good,Good,Average
3590,Northeast,2,2023-01-03 11:49:00,Poor,Good,Average
1071,Midwest,5,2023-01-01 17:50:00,Good,Good,Good
1708,Northeast,7,2023-01-02 04:27:00,Good,Average,Good
8809,Northeast,5,2023-01-07 02:48:00,Average,Average,Average
7854,Midwest,7,2023-01-06 10:53:00,Poor,Average,Good
789,Midwest,3,2023-01-01 13:08:00,Average,Good,Average
7082,West,1,2023-01-05 22:01:00,Poor,Good,Good
2253,South,2,2023-01-02 13:32:00,Poor,Good,Average
5873,South,7,2023-01-05 01:52:00,Average,Average,Average
3630,South,4,2023-01-03 12:29:00,Average,Average,Average
2602,Northeast,8,2023-01-02 19:21:00,Average,Good,Good
2030,South,9,2023-01-02 09:49:00,Average,Good,Good
7019,Midwest,4,2023-01-05 20:58:00,Average,Average,Poor
9108,West,3,2023-01-07 07:47:00,Average,Average,Good
8348,Northeast,7,2023-01-06 19:07:00,Good,Average,Average
914,Midwest,2,2023-01-01 15:13:00,Average,Good,Poor
1121,West,7,2023-01-01 18:40:00,Average,Good,Good
7129,Midwest,5,2023-01-05 22:48:00,Average,Good,Good
9858,South,8,2023-01-07 20:17:00,Poor,Average,Good
8911,South,7,2023-01-07 04:30:00,Good,Good,Good
1635,West,6,2023-01-02 03:14:00,Average,Good,Good
2702,West,4,2023-01-02 21:01:00,Good,Good,Poor
2899,Midwest,2,2023-01-03 00:18:00,Average,Good,Good
9264,South,5,2023-01-07 10:23:00,Good,Good,Good
5494,Midwest,5,2023-01-04 19:33:00,Poor,Average,Good
5812,West,6,2023-01-05 00:51:00,Average,Good,Good
730,Northeast,4,2023-01-01 12:09:00,Good,Good,Average
4685,West,6,2023-01-04 06:04:00,Good,Good,Good
4411,Northeast,5,2023-01-04 01:30:00,Average,Good,Average
82,South,5,2023-01-01 01:21:00,Poor,Average,Good
8658,Northeast,2,2023-01-07 00:17:00,Average,Average,Average
1461,Midwest,3,2023-01-02 00:20:00,Average,Good,Average
4343,West,5,2023-01-04 00:22:00,Good,Average,Poor
511,South,6,2023-01-01 08:30:00,Average,Good,Average
7665,Midwest,7,2023-01-06 07:44:00,Average,Good,Average
4254,South,6,2023-01-03 22:53:00,Good,Good,Average
8211,Northeast,4,2023-01-06 16:50:00,Average,Good,Good
6622,Midwest,4,2023-01-05 14:21:00,Good,Poor,Good
1203,Northeast,9,2023-01-01 20:02:00,Poor,Good,Average
7230,Midwest,10,2023-01-06 00:29:00,Average,Average,Average
9136,South,4,2023-01-07 08:15:00,Average,Good,Average
8759,Northeast,5,2023-01-07 01:58:00,Poor,Poor,Average
8575,West,7,2023-01-06 22:54:00,Average,Average,Average
9083,Midwest,7,2023-01-07 07:22:00,Average,Poor,Poor
9993,Midwest,3,2023-01-07 22:32:00,Average,Poor,Good
2351,South,5,2023-01-02 15:10:00,Good,Good,Good
9299,West,3,2023-01-07 10:58:00,Good,Average,Poor
1591,South,5,2023-01-02 02:30:00,Good,Good,Average
3054,Midwest,5,2023-01-03 02:53:00,Good,Good,Good
6858,Midwest,6,2023-01-05 18:17:00,Poor,Good,Average
5730,West,3,2023-01-04 23:29:00,Average,Good,Average
4062,Northeast,3,2023-01-03 19:41:00,Good,Good,Average
8216,South,6,2023-01-06 16:55:00,Poor,Good,Good
8052,Northeast,5,2023-01-06 14:11:00,Good,Good,Average
1271,South,6,2023-01-01 21:10:00,Good,Average,Poor
1526,Midwest,5,2023-01-02 01:25:00,Average,Average,Poor
7277,Midwest,2,2023-01-06 01:16:00,Good,Average,Average
6559,West,7,2023-01-05 13:18:00,Good,Good,Good
7700,Midwest,4,2023-01-06 08:19:00,Good,Average,Average
6399,Midwest,4,2023-01-05 10:38:00,Good,Average,Good
6015,Midwest,10,2023-01-05 04:14:00,Good,Poor,Good
8661,Midwest,6,2023-01-07 00:20:00,Good,Average,Good
9116,Midwest,4,2023-01-07 07:55:00,Poor,Poor,Good
6277,Midwest,11,2023-01-05 08:36:00,Average,Good,Poor
5057,Midwest,3,2023-01-04 12:16:00,Average,Average,Good
6340,Midwest,4,2023-01-05 09:39:00,Good,Good,Good
5064,Midwest,4,2023-01-04 12:23:00,Good,Good,Average
6416,Midwest,7,2023-01-05 10:55:00,Good,Good,Average
8071,Midwest,4,2023-01-06 14:30:00,Good,Good,Average
6424,Midwest,11,2023-01-05 11:03:00,Average,Average,Good
3287,Midwest,7,2023-01-03 06:46:00,Average,Good,Good
3170,Midwest,4,2023-01-03 04:49:00,Average,Good,Average
495,Midwest,1,2023-01-01 08:14:00,Good,Good,Good
7851,Midwest,2,2023-01-06 10:50:00,Average,Poor,Good
6058,Midwest,5,2023-01-05 04:57:00,Good,Good,Average
234,Midwest,7,2023-01-01 03:53:00,Average,Average,Good
1083,Midwest,2,2023-01-01 18:02:00,Average,Poor,Average
4599,Midwest,6,2023-01-04 04:38:00,Average,Good,Good
1421,Midwest,5,2023-01-01 23:40:00,Good,Average,Average
7411,Midwest,5,2023-01-06 03:30:00,Good,Good,Average
5055,Midwest,3,2023-01-04 12:14:00,Good,Good,Good
96,Midwest,5,2023-01-01 01:35:00,Average,Average,Average
871,Midwest,7,2023-01-01 14:30:00,Good,Poor,Average
5994,Midwest,2,2023-01-05 03:53:00,Average,Average,Good
6230,Midwest,2,2023-01-05 07:49:00,Good,Average,Average
8316,Midwest,6,2023-01-06 18:35:00,Good,Average,Average
418,Midwest,7,2023-01-01 06:57:00,Average,Average,Good
3279,Midwest,3,2023-01-03 06:38:00,Good,Good,Average
5904,Midwest,5,2023-01-05 02:23:00,Good,Good,Average
1525,Midwest,5,2023-01-02 01:24:00,Good,Good,Good
3988,Midwest,8,2023-01-03 18:27:00,Good,Good,Average
827,Midwest,8,2023-01-01 13:46:00,Good,Good,Average
493,Midwest,2,2023-01-01 08:12:00,Average,Average,Good
9794,Midwest,2,2023-01-07 19:13:00,Good,Average,Good
1058,Midwest,3,2023-01-01 17:37:00,Good,Average,Good
9384,Midwest,5,2023-01-07 12:23:00,Average,Good,Average
9781,Midwest,6,2023-01-07 19:00:00,Average,Poor,Average
6593,Midwest,5,2023-01-05 13:52:00,Average,Average,Average
4105,Midwest,4,2023-01-03 20:24:00,Good,Good,Average
6623,Midwest,5,2023-01-05 14:22:00,Average,Good,Average
6208,Midwest,5,2023-01-05 07:27:00,Average,Poor,Good
3634,Midwest,4,2023-01-03 12:33:00,Average,Average,Average
4154,Midwest,5,2023-01-03 21:13:00,Good,Good,Good
6081,Midwest,4,2023-01-05 05:20:00,Average,Poor,Poor
407,Midwest,6,2023-01-01 06:46:00,Good,Good,Good
3788,Midwest,5,2023-01-03 15:07:00,Average,Good,Good
9100,Midwest,9,2023-01-07 07:39:00,Good,Good,Average
3995,Midwest,7,2023-01-03 18:34:00,Good,Average,Average
4019,Midwest,6,2023-01-03 18:58:00,Good,Good,Good
2920,Midwest,4,2023-01-03 00:39:00,Average,Good,Good
9149,Midwest,7,2023-01-07 08:28:00,Average,Good,Good
61,Midwest,6,2023-01-01 01:00:00,Good,Average,Good
6131,Midwest,6,2023-01-05 06:10:00,Average,Average,Poor
19,Midwest,7,2023-01-01 00:18:00,Average,Good,Good
4449,Midwest,5,2023-01-04 02:08:00,Average,Average,Average
5316,Midwest,5,2023-01-04 16:35:00,Average,Good,Good
2083,Midwest,2,2023-01-02 10:42:00,Good,Good,Average
5121,Midwest,5,2023-01-04 13:20:00,Good,Good,Good
914,Midwest,2,2023-01-01 15:13:00,Average,Good,Poor
691,Midwest,7,2023-01-01 11:30:00,Good,Average,Poor
6684,Midwest,2,2023-01-05 15:23:00,Good,Average,Good
2710,Midwest,4,2023-01-02 21:09:00,Average,Good,Average
7714,Midwest,5,2023-01-06 08:33:00,Good,Good,Average
4078,Midwest,10,2023-01-03 19:57:00,Good,Good,Good
894,Midwest,6,2023-01-01 14:53:00,Average,Average,Good
9963,Midwest,6,2023-01-07 22:02:00,Good,Average,Good
6482,Midwest,7,2023-01-05 12:01:00,Good,Good,Good
7643,Midwest,9,2023-01-06 07:22:00,Poor,Good,Average
311,Midwest,9,2023-01-01 05:10:00,Good,Poor,Good
6255,Midwest,8,2023-01-05 08:14:00,Poor,Average,Good
4865,Midwest,6,2023-01-04 09:04:00,Average,Average,Average
8629,Midwest,8,2023-01-06 23:48:00,Average,Good,Good
7338,Midwest,6,2023-01-06 02:17:00,Good,Good,Good
9202,Midwest,5,2023-01-07 09:21:00,Average,Good,Poor
2865,Midwest,3,2023-01-02 23:44:00,Average,Average,Good
3487,Midwest,8,2023-01-03 10:06:00,Average,Good,Average
8413,Midwest,3,2023-01-06 20:12:00,Good,Good,Average
9115,Midwest,8,2023-01-07 07:54:00,Good,Poor,Average
9739,Midwest,4,2023-01-07 18:18:00,Good,Good,Average
7768,Midwest,1,2023-01-06 09:27:00,Average,Poor,Good
9254,Midwest,5,2023-01-07 10:13:00,Average,Good,Good
1492,Midwest,5,2023-01-02 00:51:00,Average,Good,Poor
9683,Midwest,5,2023-01-07 17:22:00,Average,Poor,Average
3997,Midwest,6,2023-01-03 18:36:00,Average,Poor,Average
1942,Midwest,11,2023-01-02 08:21:00,Average,Good,Average
2726,Midwest,3,2023-01-02 21:25:00,Average,Average,Average
9229,Midwest,6,2023-01-07 09:48:00,Average,Good,Good
6054,Midwest,6,2023-01-05 04:53:00,Poor,Average,Average
9404,Midwest,6,2023-01-07 12:43:00,Average,Average,Good
5171,Midwest,4,2023-01-04 14:10:00,Good,Average,Good
3894,Midwest,4,2023-01-03 16:53:00,Average,Average,Average
1983,Midwest,7,2023-01-02 09:02:00,Good,Good,Good
9122,Midwest,2,2023-01-07 08:01:00,Poor,Average,Average
6164,Midwest,3,2023-01-05 06:43:00,Average,Average,Good
8774,Midwest,8,2023-01-07 02:13:00,Good,Poor,Average
9545,Midwest,3,2023-01-07 15:04:00,Good,Average,Average
9635,Midwest,8,2023-01-07 16:34:00,Poor,Good,Good
2331,Midwest,3,2023-01-02 14:50:00,Good,Good,Good
4331,Midwest,4,2023-01-04 00:10:00,Average,Average,Good
8190,Midwest,7,2023-01-06 16:29:00,Good,Good,Average
123,Midwest,3,2023-01-01 02:02:00,Average,Average,Average
4166,Midwest,7,2023-01-03 21:25:00,Good,Poor,Poor
1220,Midwest,3,2023-01-01 20:19:00,Average,Good,Good
2437,Midwest,4,2023-01-02 16:36:00,Good,Average,Average
7628,Midwest,5,2023-01-06 07:07:00,Good,Good,Average
5722,Midwest,8,2023-01-04 23:21:00,Average,Good,Good
7888,Midwest,7,2023-01-06 11:27:00,Average,Average,Good
9152,Midwest,5,2023-01-07 08:31:00,Average,Good,Average
1783,Midwest,9,2023-01-02 05:42:00,Good,Good,Good
3358,Midwest,3,2023-01-03 07:57:00,Good,Good,Good
8687,Midwest,7,2023-01-07 00:46:00,Average,Poor,Average
2756,Midwest,5,2023-01-02 21:55:00,Good,Good,Good
3940,Midwest,6,2023-01-03 17:39:00,Good,Good,Poor
7988,Midwest,9,2023-01-06 13:07:00,Good,Good,Poor
9687,Midwest,4,2023-01-07 17:26:00,Good,Good,Average
7912,Midwest,4,2023-01-06 11:51:00,Average,Good,Good
6063,Midwest,6,2023-01-05 05:02:00,Good,Average,Average
8140,Midwest,5,2023-01-06 15:39:00,Poor,Good,Good
3764,Midwest,6,2023-01-03 14:43:00,Average,Average,Average
6646,Midwest,0,2023-01-05 14:45:00,Average,Good,Average
3451,Midwest,5,2023-01-03 09:30:00,Good,Good,Good
6905,Midwest,3,2023-01-05 19:04:00,Good,Good,Good
2124,Midwest,7,2023-01-02 11:23:00,Average,Average,Average
2454,Midwest,3,2023-01-02 16:53:00,Good,Poor,Good
7268,Midwest,2,2023-01-06 01:07:00,Average,Good,Good
7823,Midwest,9,2023-01-06 10:22:00,Poor,Average,Average
4397,Midwest,3,2023-01-04 01:16:00,Good,Average,Good
5476,Midwest,3,2023-01-04 19:15:00,Poor,Good,Good
5221,Midwest,4,2023-01-04 15:00:00,Average,Good,Good
3910,Midwest,2,2023-01-03 17:09:00,Average,Poor,Poor
6810,Midwest,4,2023-01-05 17:29:00,Average,Good,Good
3944,Midwest,4,2023-01-03 17:43:00,Average,Average,Average
1309,Midwest,2,2023-01-01 21:48:00,Average,Average,Poor
7042,Midwest,4,2023-01-05 21:21:00,Average,Good,Good
6678,Midwest,7,2023-01-05 15:17:00,Good,Average,Good
181,Midwest,9,2023-01-01 03:00:00,Average,Good,Good
7224,Midwest,10,2023-01-06 00:23:00,Good,Good,Good
1346,Midwest,3,2023-01-01 22:25:00,Average,Good,Good
783,Midwest,7,2023-01-01 13:02:00,Good,Average,Good
909,Midwest,5,2023-01-01 15:08:00,Average,Average,Good
6731,Midwest,4,2023-01-05 16:10:00,Good,Good,Average
1170,Midwest,4,2023-01-01 19:29:00,Good,Average,Good
5375,Midwest,5,2023-01-04 17:34:00,Good,Good,Average
8245,Midwest,5,2023-01-06 17:24:00,Good,Average,Average
1630,Midwest,7,2023-01-02 03:09:00,Average,Average,Average
1139,Midwest,4,2023-01-01 18:58:00,Good,Good,Good
491,Midwest,6,2023-01-01 08:10:00,Poor,Good,Average
3836,Midwest,3,2023-01-03 15:55:00,Average,Average,Good
6808,Midwest,9,2023-01-05 17:27:00,Average,Average,Good
1280,Midwest,4,2023-01-01 21:19:00,Good,Average,Average
5880,Midwest,2,2023-01-05 01:59:00,Good,Average,Average
4595,Midwest,4,2023-01-04 04:34:00,Good,Average,Average
7207,Midwest,6,2023-01-06 00:06:00,Good,Average,Good
9451,Midwest,10,2023-01-07 13:30:00,Average,Average,Good
2403,Midwest,9,2023-01-02 16:02:00,Average,Good,Average
8080,Midwest,4,2023-01-06 14:39:00,Good,Poor,Average
5349,Midwest,4,2023-01-04 17:08:00,Average,Good,Good
8787,Midwest,4,2023-01-07 02:26:00,Average,Average,Good
3087,Midwest,4,2023-01-03 03:26:00,Good,Average,Good
9171,Midwest,4,2023-01-07 08:50:00,Average,Good,Poor
8753,Midwest,5,2023-01-07 01:52:00,Good,Good,Good
5278,Midwest,7,2023-01-04 15:57:00,Average,Good,Good
7665,Midwest,7,2023-01-06 07:44:00,Average,Good,Average
5805,Midwest,6,2023-01-05 00:44:00,Good,Poor,Average
3032,Midwest,3,2023-01-03 02:31:00,Average,Average,Average
9434,Midwest,8,2023-01-07 13:13:00,Good,Good,Good
294,Midwest,2,2023-01-01 04:53:00,Good,Average,Good
3753,Midwest,4,2023-01-03 14:32:00,Poor,Poor,Good
964,Midwest,5,2023-01-01 16:03:00,Good,Average,Good
4681,Midwest,9,2023-01-04 06:00:00,Average,Good,Average
6587,Midwest,4,2023-01-05 13:46:00,Good,Good,Good
9981,Midwest,6,2023-01-07 22:20:00,Good,Good,Good
2677,Midwest,1,2023-01-02 20:36:00,Poor,Good,Good
3958,Midwest,5,2023-01-03 17:57:00,Good,Poor,Average
5036,Midwest,8,2023-01-04 11:55:00,Good,Average,Good
8257,Midwest,6,2023-01-06 17:36:00,Good,Average,Average
8099,Midwest,7,2023-01-06 14:58:00,Average,Good,Average
2364,Midwest,3,2023-01-02 15:23:00,Average,Good,Average
8398,Midwest,2,2023-01-06 19:57:00,Average,Good,Average
9992,Midwest,3,2023-01-07 22:31:00,Good,Good,Poor
9935,Midwest,3,2023-01-07 21:34:00,Good,Average,Poor
5027,Midwest,8,2023-01-04 11:46:00,Good,Good,Poor
8646,Midwest,4,2023-01-07 00:05:00,Average,Good,Good
7323,Midwest,8,2023-01-06 02:02:00,Average,Good,Good
6464,Midwest,3,2023-01-05 11:43:00,Average,Good,Average
2401,Midwest,4,2023-01-02 16:00:00,Good,Good,Good
4675,Midwest,9,2023-01-04 05:54:00,Good,Good,Average
4095,Midwest,5,2023-01-03 20:14:00,Poor,Poor,Average
3104,Midwest,7,2023-01-03 03:43:00,Good,Average,Good
8712,Midwest,6,2023-01-07 01:11:00,Average,Average,Good
1499,Midwest,5,2023-01-02 00:58:00,Good,Average,Good
7994,Midwest,7,2023-01-06 13:13:00,Poor,Good,Poor
2090,Midwest,12,2023-01-02 10:49:00,Good,Good,Poor
9125,Midwest,7,2023-01-07 08:04:00,Good,Good,Good
8585,Midwest,4,2023-01-06 23:04:00,Poor,Good,Average
9047,Midwest,5,2023-01-07 06:46:00,Average,Average,Good
8554,Midwest,3,2023-01-06 22:33:00,Average,Average,Good
195,Midwest,5,2023-01-01 03:14:00,Good,Good,Average
7600,Midwest,6,2023-01-06 06:39:00,Good,Poor,Average
8676,Midwest,4,2023-01-07 00:35:00,Good,Average,Average
9464,Midwest,7,2023-01-07 13:43:00,Poor,Average,Good
8800,Midwest,6,2023-01-07 02:39:00,Good,Average,Good
2754,Midwest,4,2023-01-02 21:53:00,Good,Average,Good
6656,Midwest,6,2023-01-05 14:55:00,Average,Average,Good
979,Midwest,8,2023-01-01 16:18:00,Poor,Good,Good
6074,Midwest,5,2023-01-05 05:13:00,Good,Good,Good
8939,Midwest,4,2023-01-07 04:58:00,Good,Average,Good
393,Midwest,3,2023-01-01 06:32:00,Good,Good,Good
9623,Midwest,4,2023-01-07 16:22:00,Poor,Average,Good
2260,Midwest,5,2023-01-02 13:39:00,Good,Good,Average
5424,Midwest,7,2023-01-04 18:23:00,Average,Good,Average
6441,Midwest,6,2023-01-05 11:20:00,Poor,Average,Good
8852,Midwest,1,2023-01-07 03:31:00,Average,Average,Average
917,Midwest,6,2023-01-01 15:16:00,Average,Good,Poor
7475,Midwest,3,2023-01-06 04:34:00,Good,Average,Average
5718,Midwest,5,2023-01-04 23:17:00,Average,Good,Good
1468,Midwest,2,2023-01-02 00:27:00,Average,Poor,Good
8045,Midwest,7,2023-01-06 14:04:00,Good,Good,Good
5004,Midwest,6,2023-01-04 11:23:00,Good,Average,Good
8524,Midwest,9,2023-01-06 22:03:00,Average,Good,Good
9245,Midwest,9,2023-01-07 10:04:00,Average,Good,Average
1582,Midwest,4,2023-01-02 02:21:00,Average,Average,Good
4648,Midwest,8,2023-01-04 05:27:00,Average,Good,Good
6209,Midwest,3,2023-01-05 07:28:00,Average,Average,Good
3633,Midwest,8,2023-01-03 12:32:00,Poor,Good,Good
7493,Midwest,2,2023-01-06 04:52:00,Average,Good,Good
5529,Midwest,3,2023-01-04 20:08:00,Good,Average,Average
8545,Midwest,6,2023-01-06 22:24:00,Good,Average,Average
7365,Midwest,3,2023-01-06 02:44:00,Average,Good,Good
5564,Midwest,5,2023-01-04 20:43:00,Poor,Average,Average
9965,Midwest,6,2023-01-07 22:04:00,Average,Average,Average
37,Midwest,6,2023-01-01 00:36:00,Average,Average,Good
2117,Midwest,7,2023-01-02 11:16:00,Average,Average,Good
9231,Midwest,2,2023-01-07 09:50:00,Good,Good,Average
5866,Midwest,6,2023-01-05 01:45:00,Good,Good,Average
42,Midwest,3,2023-01-01 00:41:00,Average,Average,Average
287,Midwest,7,2023-01-01 04:46:00,Good,Good,Average
3695,Midwest,6,2023-01-03 13:34:00,Average,Poor,Poor
5213,Midwest,4,2023-01-04 14:52:00,Poor,Average,Average
747,Midwest,7,2023-01-01 12:26:00,Average,Average,Good
2429,Midwest,3,2023-01-02 16:28:00,Good,Average,Average
1342,Midwest,7,2023-01-01 22:21:00,Good,Good,Good
7308,Midwest,4,2023-01-06 01:47:00,Good,Average,Average
9493,Midwest,7,2023-01-07 14:12:00,Average,Good,Good
1745,Midwest,2,2023-01-02 05:04:00,Poor,Good,Poor
1071,Midwest,5,2023-01-01 17:50:00,Good,Good,Good
6874,Midwest,2,2023-01-05 18:33:00,Good,Good,Good
2877,Midwest,7,2023-01-02 23:56:00,Good,Average,Average
2513,Midwest,3,2023-01-02 17:52:00,Average,Average,Average
6086,Midwest,3,2023-01-05 05:25:00,Poor,Average,Good
6821,Midwest,7,2023-01-05 17:40:00,Good,Good,Poor
7711,Northeast,6,2023-01-06 08:30:00,Good,Average,Average
5780,Northeast,6,2023-01-05 00:19:00,Good,Average,Poor
785,Northeast,3,2023-01-01 13:04:00,Average,Good,Good
457,Northeast,4,2023-01-01 07:36:00,Good,Good,Average
4035,Northeast,2,2023-01-03 19:14:00,Good,Good,Average
4113,Northeast,8,2023-01-03 20:32:00,Average,Good,Average
72,Northeast,5,2023-01-01 01:11:00,Good,Good,Average
1655,Northeast,5,2023-01-02 03:34:00,Good,Average,Poor
118,Northeast,5,2023-01-01 01:57:00,Good,Good,Average
4809,Northeast,5,2023-01-04 08:08:00,Poor,Good,Average
4844,Northeast,6,2023-01-04 08:43:00,Good,Good,Good
7792,Northeast,3,2023-01-06 09:51:00,Average,Average,Average
5768,Northeast,6,2023-01-05 00:07:00,Average,Poor,Poor
5871,Northeast,5,2023-01-05 01:50:00,Good,Poor,Average
5328,Northeast,3,2023-01-04 16:47:00,Good,Average,Average
8000,Northeast,4,2023-01-06 13:19:00,Good,Average,Poor
8066,Northeast,6,2023-01-06 14:25:00,Good,Average,Good
7575,Northeast,8,2023-01-06 06:14:00,Average,Good,Good
5009,Northeast,5,2023-01-04 11:28:00,Good,Good,Good
6024,Northeast,4,2023-01-05 04:23:00,Average,Good,Good
9678,Northeast,6,2023-01-07 17:17:00,Average,Average,Average
589,Northeast,4,2023-01-01 09:48:00,Good,Good,Average
8633,Northeast,3,2023-01-06 23:52:00,Good,Poor,Average
7496,Northeast,5,2023-01-06 04:55:00,Average,Good,Good
4261,Northeast,3,2023-01-03 23:00:00,Average,Good,Average
9787,Northeast,6,2023-01-07 19:06:00,Good,Good,Average
2797,Northeast,5,2023-01-02 22:36:00,Good,Good,Good
6877,Northeast,1,2023-01-05 18:36:00,Poor,Average,Average
6190,Northeast,7,2023-01-05 07:09:00,Good,Poor,Good
6496,Northeast,3,2023-01-05 12:15:00,Poor,Average,Good
8811,Northeast,4,2023-01-07 02:50:00,Average,Poor,Good
7018,Northeast,5,2023-01-05 20:57:00,Average,Good,Good
7267,Northeast,7,2023-01-06 01:06:00,Good,Average,Average
6755,Northeast,4,2023-01-05 16:34:00,Good,Average,Good
586,Northeast,2,2023-01-01 09:45:00,Average,Poor,Good
9896,Northeast,7,2023-01-07 20:55:00,Average,Good,Good
8810,Northeast,8,2023-01-07 02:49:00,Good,Good,Average
3222,Northeast,1,2023-01-03 05:41:00,Average,Average,Good
996,Northeast,5,2023-01-01 16:35:00,Average,Average,Good
3625,Northeast,3,2023-01-03 12:24:00,Good,Average,Average
9803,Northeast,2,2023-01-07 19:22:00,Good,Good,Average
3671,Northeast,5,2023-01-03 13:10:00,Good,Poor,Poor
4151,Northeast,5,2023-01-03 21:10:00,Average,Average,Average
7,Northeast,6,2023-01-01 00:06:00,Good,Good,Poor
4539,Northeast,5,2023-01-04 03:38:00,Good,Good,Good
6438,Northeast,6,2023-01-05 11:17:00,Good,Good,Average
7802,Northeast,4,2023-01-06 10:01:00,Average,Poor,Good
2555,Northeast,5,2023-01-02 18:34:00,Average,Good,Good
6802,Northeast,3,2023-01-05 17:21:00,Good,Good,Good
5790,Northeast,10,2023-01-05 00:29:00,Good,Good,Good
4391,Northeast,4,2023-01-04 01:10:00,Good,Average,Good
3162,Northeast,6,2023-01-03 04:41:00,Good,Good,Average
3984,Northeast,5,2023-01-03 18:23:00,Good,Good,Good
9070,Northeast,4,2023-01-07 07:09:00,Good,Good,Good
7048,Northeast,9,2023-01-05 21:27:00,Average,Good,Good
6047,Northeast,5,2023-01-05 04:46:00,Good,Good,Good
2285,Northeast,5,2023-01-02 14:04:00,Good,Good,Average
2610,Northeast,6,2023-01-02 19:29:00,Average,Good,Good
3465,Northeast,2,2023-01-03 09:44:00,Average,Poor,Average
7337,Northeast,2,2023-01-06 02:16:00,Good,Good,Good
8141,Northeast,4,2023-01-06 15:40:00,Poor,Average,Good
6573,Northeast,5,2023-01-05 13:32:00,Average,Poor,Good
174,Northeast,7,2023-01-01 02:53:00,Good,Average,Average
8823,Northeast,3,2023-01-07 03:02:00,Good,Average,Good
4230,Northeast,6,2023-01-03 22:29:00,Average,Average,Good
8118,Northeast,4,2023-01-06 15:17:00,Good,Good,Average
7815,Northeast,4,2023-01-06 10:14:00,Good,Average,Good
6639,Northeast,2,2023-01-05 14:38:00,Good,Good,Average
2050,Northeast,14,2023-01-02 10:09:00,Good,Average,Average
473,Northeast,6,2023-01-01 07:52:00,Average,Average,Average
2119,Northeast,7,2023-01-02 11:18:00,Good,Average,Average
1402,Northeast,3,2023-01-01 23:21:00,Poor,Average,Good
6907,Northeast,6,2023-01-05 19:06:00,Good,Average,Good
5811,Northeast,4,2023-01-05 00:50:00,Good,Good,Good
3236,Northeast,5,2023-01-03 05:55:00,Average,Average,Average
5751,Northeast,9,2023-01-04 23:50:00,Average,Average,Average
3140,Northeast,5,2023-01-03 04:19:00,Good,Good,Average
5289,Northeast,4,2023-01-04 16:08:00,Poor,Average,Average
5226,Northeast,7,2023-01-04 15:05:00,Average,Good,Average
2855,Northeast,3,2023-01-02 23:34:00,Good,Good,Good
9442,Northeast,3,2023-01-07 13:21:00,Good,Average,Good
7680,Northeast,6,2023-01-06 07:59:00,Good,Average,Good
1572,Northeast,7,2023-01-02 02:11:00,Average,Average,Poor
5991,Northeast,7,2023-01-05 03:50:00,Good,Good,Good
1169,Northeast,8,2023-01-01 19:28:00,Good,Good,Poor
8294,Northeast,5,2023-01-06 18:13:00,Average,Good,Average
5775,Northeast,5,2023-01-05 00:14:00,Good,Good,Good
4357,Northeast,6,2023-01-04 00:36:00,Average,Good,Good
5620,Northeast,1,2023-01-04 21:39:00,Good,Good,Average
